time,pp9_mrna_,p9_,pp8_mrna_,p8_,pp7_mrna_,p7_,pp6_mrna_,p6_,pp5_mrna_,p5_,pp4_mrna_,p4_,pp3_mrna_,p3_,pp2_mrna_,p2_,pp1_mrna_,p1_,DefaultCompartment,pp8_mrna_degradation_rate,pp9_mrna_degradation_rate,p1_degradation_rate,p2_degradation_rate,p3_degradation_rate,p4_degradation_rate,p5_degradation_rate,p6_degradation_rate,p7_degradation_rate,p8_degradation_rate,p9_degradation_rate,v1_Kd,v1_h,v2_Kd,v2_h,v3_Kd,v3_h,v4_Kd,v4_h,v5_Kd,v5_h,v6_Kd,v6_h,v7_Kd,v7_h,v8_Kd,v8_h,v9_Kd,v9_h,pp1_mrna_degradation_rate,pp2_mrna_degradation_rate,pro1_strength,pro2_strength,pro3_strength,pro4_strength,pro5_strength,pro6_strength,pro7_strength,pro8_strength,pro9_strength,pp3_mrna_degradation_rate,v10_Kd,v10_h,v11_Kd,v11_h,v12_Kd,v12_h,v13_Kd,v13_h,pp4_mrna_degradation_rate,v14_Kd,v14_h,v15_Kd,v15_h,pp5_mrna_degradation_rate,rbs1_strength,rbs2_strength,rbs3_strength,rbs4_strength,rbs5_strength,rbs6_strength,rbs7_strength,rbs8_strength,rbs9_strength,pp6_mrna_degradation_rate,pp7_mrna_degradation_rate,as8,cod1,cod2,cod3,cod4,cod5,cod6,cod7,cod8,cod9,rs1,rs2,rs3,rs4,rs5,rs6,rs7,as1,as2,as3,as4,as5,as6,as7
0.22,0.0,0.0,0.0,0.0,8.004026820410051e-11,2.606770653842145e-12,8.004026820410051e-11,1.042708261536858e-12,0.13338938540739256,0.0019418656670603471,0.9858625210491293,0.2396078927175808,0.9858625210491293,0.0867358887665451,0.265188091036874,0.041634960912900906,0.39496240407504307,4.495090570239057,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,8.887032142259315e-9,2.0,1.2953843779691738,4.978394701003351,4.97839470100335,3.36605682833665,1.1642012106359704e-8,1.1642012106359704e-8,0.0,0.0,1.0,0.9999969950908919,0.9956819321343767,1.0,1.0,0.9999969950908919,0.9956819321343767,0.2873714705879215,0.67321136566733,8.887032142259315e-9,0.0,0.0,0.0,0.0
0.23,0.0,0.0,0.0,0.0,3.183270410520261e-10,1.129516033239425e-11,3.183270410520261e-10,4.5180641329576994e-12,0.16733239966653543,0.002680882571965272,1.0255795331865565,0.2605849335850686,1.0255795331865565,0.09432938772310177,0.27541723319675915,0.04522983051539288,0.41093279499333174,4.474145608446842,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,3.228428464696851e-8,2.0,1.2910772784993634,4.976507529463891,4.97650752946389,3.7119672411902442,4.2292412887528744e-8,4.2292412887528744e-8,0.0,0.0,1.0,0.9999958149753155,0.9953056712715811,1.0,1.0,0.9999958149753155,0.9953056712715811,0.28641597233608346,0.7423934482380489,3.228428464696851e-8,0.0,0.0,0.0,0.0
0.24,0.0,0.0,0.0,0.0,1.1229708880471427e-9,4.338462515748408e-11,1.1229708880471427e-9,1.7353850062993635e-11,0.20405963682425113,0.0035927309506394757,1.0648822317098694,0.2823283293941562,1.0648822317098694,0.10220030023317872,0.2855018470584328,0.04894964264068972,0.426744277866882,4.453363251839822,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,1.0413069166194314e-7,2.0,1.2867921859416251,4.974551262837761,4.974551262837761,3.994162396086916,1.3641120607714553e-7,1.3641120607714553e-7,0.0,0.0,1.0,0.9999942588934259,0.9949159644861367,1.0,1.0,0.9999942588934259,0.9949159644861367,0.28546535615538415,0.7988324792173832,1.0413069166194314e-7,0.0,0.0,0.0,0.0
0.25,0.0,0.0,0.0,0.0,3.556403956428692e-9,1.493796512547303e-10,3.556403956428692e-9,5.975186050189215e-11,0.24293337438029308,0.0046888171608198935,1.1037740559176206,0.3048251624440581,1.1037740559176206,0.11034395020599388,0.2954435893495041,0.05279175276649792,0.44239843385719024,4.432742110901105,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,3.020877243941989e-7,2.0,1.2825290348887053,4.972526752099563,4.972526752099563,4.218278621891642,3.957349189564006e-7,3.957349189564006e-7,0.0,0.0,1.0,0.9999922328632291,0.9945130749389861,1.0,1.0,0.9999922328632291,0.9945130749389861,0.28451960753570676,0.8436557243783285,3.020877243941989e-7,0.0,0.0,0.0,0.0
0.26,0.0,0.0,0.0,0.0,1.0228550731110333e-8,4.66115964880923e-10,1.0228550731110333e-8,1.8644638595236916e-10,0.28339711091199393,0.005977499811023874,1.1422584188803555,0.3280626549919469,1.1422584188803555,0.11875571221427944,0.3052440996589808,0.05675355274414295,0.4578968283928663,4.412280808800506,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,7.979174353869029e-7,2.0,1.2782877593275686,4.970434751489985,4.970434751489985,4.3931653743281105,1.0452718403568428e-6,1.0452718403568428e-6,0.0,0.0,1.0,0.9999896254872749,0.9940972635727079,1.0,1.0,0.9999896254872749,0.9940972635727079,0.28357871183254624,0.878633074865622,7.979174353869029e-7,0.0,0.0,0.0,0.0
0.27,0.0,0.0,0.0,0.0,2.700418144223512e-8,1.3316922671955067e-9,2.700418144223512e-8,5.326769068782026e-10,0.3249923173729735,0.007464562996679164,1.1803387066874733,0.35202816796872355,1.1803387066874733,0.12743101102940219,0.3149050006019073,0.06083247037725342,0.4732410113262753,4.391977981273859,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,1.9404243906790827e-6,2.0,1.2740682926539029,4.968275908024567,4.968275908024567,4.528221659452424,2.5419559517895986e-6,2.5419559517895986e-6,0.0,0.0,1.0,0.9999863058252393,0.9936687890789653,1.0,1.0,0.9999863058252393,0.9936687890789653,0.28264265427022717,0.9056443318904847,1.9404243906790827e-6,0.0,0.0,0.0,0.0
0.28,0.0,0.0,0.0,0.0,6.608073330328265e-8,3.5165455991762886e-9,6.608073330328265e-8,1.4066182396705154e-9,0.367355008432313,0.009153715031458998,1.2180182775943835,0.3767091996834136,1.2180182775943835,0.1363653211523669,0.3244278979824626,0.06502596900483743,0.488432517088549,4.371832276503614,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,4.388010559007722e-6,2.0,1.2698705676865076,4.966050750480623,4.966050750480622,4.631987589618377,5.748293832300116e-6,5.748293832300116e-6,0.0,0.0,1.0,0.9999821211506068,0.9932279078683023,1.0,1.0,0.9999821211506068,0.9932279078683023,0.28171141994509563,0.9263975179236753,4.388010559007722e-6,0.0,0.0,0.0,0.0
0.29,0.0,0.0,0.0,0.0,1.5117988843503908e-7,8.656086980273853e-9,1.5117988843503908e-7,3.4624347921095414e-9,0.4102030404381988,0.01104704078031679,1.255300461065649,0.4020933845137651,1.255300461065649,0.1455541663398245,0.33381438095546034,0.0693315470886668,0.503472864842867,4.351842355000822,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,9.30807349496257e-6,2.0,1.2656945166816083,4.963759677898199,4.9637596778981985,4.711609118355834,1.2193576278400967e-5,1.2193576278400967e-5,0.0,0.0,1.0,0.9999768945979169,0.9927748740422825,1.0,1.0,0.9999768945979169,0.9927748740422825,0.280784993828695,0.9423218236711667,9.30807349496257e-6,0.0,0.0,0.0,0.0
0.3,0.0,0.0,0.0,0.0,3.2582570921194527e-7,2.001259968799202e-8,3.2582570921194527e-7,8.00503987519681e-9,0.45332090038334616,0.01314538010953632,1.292188556711762,0.4281684915816367,1.292188556711762,0.1549931191245744,0.343066022186583,0.07374673780507099,0.5183635586365304,4.332006889487862,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,1.8662271650110286e-5,2.0,1.2615400713469491,4.9614029476350305,4.9614029476350305,4.772786979931636,2.4447575861644477e-5,2.4447575861644477e-5,0.0,0.0,1.0,0.9999704227078842,0.9923099393679522,1.0,1.0,0.9999704227078842,0.9923099393679522,0.27986336077089186,0.9545573959863273,1.8662271650110286e-5,0.0,0.0,0.0,0.0
0.31,0.0,0.0,0.0,0.0,6.659290401551321e-7,4.374809038963969e-8,6.659290401551321e-7,1.7499236155855875e-8,0.4965453845951635,0.015448629917410368,1.328685833115352,0.45492242341019484,1.328685833115352,0.1646778003294823,0.3521843780110967,0.0782691086409851,0.5331060875514214,4.31232456478243,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,3.559790461309179e-5,2.0,1.2574071628557812,4.958980663019262,4.958980663019262,4.819942001197728,4.663325504315025e-5,4.663325504315025e-5,0.0,0.0,1.0,0.9999624728784768,0.9918333532546307,1.0,1.0,0.9999624728784768,0.9918333532546307,0.2789465055029796,0.9639884002395457,3.559790461309179e-5,0.0,0.0,0.0,0.0
0.32,0.0,0.0,0.0,0.0,1.2981544944346738e-6,9.095609076501628e-8,1.2981544944346738e-6,3.638243630600652e-8,0.5397534797709364,0.0179559784675119,1.3647955265435403,0.4823432145600387,1.3647955265435403,0.1746038785737697,0.3611709885909097,0.08289626099412534,0.5477019258526166,4.292794077683128,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,6.496629586875995e-5,2.0,1.2532957218608165,4.956492760647247,4.956492760647246,4.856446463947577,8.510584758807554e-5,8.510584758807554e-5,0.0,0.0,1.0,0.9999527807307677,0.9913453627330345,1.0,1.0,0.9999527807307677,0.9913453627330345,0.2780344126407739,0.9712892927895155,6.496629586875995e-5,0.0,0.0,0.0,0.0
0.33,0.0,0.0,0.0,0.0,2.425804779352703e-6,1.8077926135584143e-7,2.425804779352703e-6,7.231170454233659e-8,0.5828526762695534,0.020666084215904715,1.4005208395466606,0.5104190302435883,1.4005208395466606,0.1847670697714347,0.3700273780705824,0.08762582977754585,0.5621525331361281,4.273414136855348,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.00011398909064264878,2.0,1.2492056785078773,4.953938997376601,4.9539389973766,4.884850041342458,0.00014932570874186992,0.00014932570874186992,0.0,0.0,1.0,0.9999410473990373,0.9908462124366972,1.0,1.0,0.9999410473990373,0.9908462124366972,0.2771270666876406,0.9769700082684916,0.00011398909064264878,0.0,0.0,0.0,0.0
0.34,0.0,0.0,0.0,0.0,4.364208880829132e-6,3.45030871290613e-7,4.364208880829132e-6,1.380123485162452e-7,0.6257734736798175,0.023577211052137427,1.4358649394392256,0.5391381649134955,1.4358649394392256,0.19516313662026985,0.3787550547316746,0.0924554830282322,0.5764593544747805,4.254183462718792,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.0001930927085808281,2.0,1.2451369624495225,4.951318937067949,4.951318937067949,4.907072941142813,0.0002529514482408848,0.0002529514482408848,0.0,0.0,1.0,0.999926936755245,0.9903361445857114,1.0,1.0,0.999926936755245,0.9903361445857114,0.2762244520375186,0.9814145882285626,0.0001930927085808281,0.0,0.0,0.0,0.0
0.35,0.0,0.0,0.0,0.0,7.587835687909477e-6,6.348411806521395e-7,7.587835687909477e-6,2.539364722608558e-7,0.6684636901680473,0.026687330157503283,1.4708309566629076,0.568489040823145,1.4708309566629076,0.20578788808077644,0.3873555111456555,0.09738292151978087,0.5906238205625722,4.235100787336173,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.00031692964820013997,2.0,1.2410895028585571,4.948631937131163,4.948631937131164,4.924560453626869,0.0004151778391421834,0.0004151778391421834,0.0,0.0,1.0,0.9999100725785456,0.9898153989727781,1.0,1.0,0.9999100725785456,0.9898153989727781,0.27532655297791714,0.9849120907253738,0.00031692964820013997,0.0,0.0,0.0,0.0
0.36,0.0,0.0,0.0,0.0,1.2791560008377503e-5,1.1299632367540247e-6,1.2791560008377503e-5,4.5198529470160987e-7,0.7108841857004297,0.02999419665473272,1.5054219830320072,0.5984602065576071,1.5054219830320072,0.21663717884438266,0.3958302243256218,0.1024058783792633,0.6046473478579242,4.21616485430256,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.0005056026245173632,2.0,1.2370632284413137,4.94587713493426,4.94587713493426,4.938402182326521,0.0006623394381177458,0.0006623394381177458,0.0,0.0,1.0,0.9998900356810829,0.9892842129515446,1.0,1.0,0.9998900356810829,0.9892842129515446,0.2744333536928619,0.9876804364653041,0.0005056026245173632,0.0,0.0,0.0,0.0
0.37,7.341925231199529e-20,-4.049521098525616e-20,7.341925231199529e-20,-1.8413678625133233e-20,2.0968665706892904e-5,1.9514946582521217e-6,2.0968665706892904e-5,7.805978633008485e-7,0.753005663530705,0.033495407361608075,1.5396410698601866,0.6290403355315161,1.5396410698601866,0.22770690878968905,0.40418065587650925,0.10752211870805496,0.6185313387252906,4.197374418636079,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.0007861031535844849,2.0,1.233058067450862,4.943053434135396,4.943053434135396,4.949422133988536,0.0010297951311956752,0.0010297951311956752,0.0,0.0,1.0,0.9998663610017716,0.9887428214272402,1.0,1.0,0.9998663610017716,0.9887428214272402,0.2735448382658256,0.9898844267977072,0.0007861031535844849,0.0,0.0,0.0,0.0
0.38,1.5967516036238248e-17,-6.098784508555371e-19,1.5967516036238248e-17,-2.7731935508464845e-19,3.350825548727453e-5,3.278899605679496e-6,3.350825548727453e-5,1.3115598422717983e-6,0.7948062813164518,0.037188444422621876,1.573491225969537,0.6602182244516478,1.573491225969537,0.23899302242593584,0.412408252143896,0.11272943920662605,0.632277181575288,4.178728246669778,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.0011939694720620138,2.0,1.2290739477001003,4.94015949100023,4.94015949100023,4.958246006404076,0.0015641000084012382,0.0015641000084012382,3.3306690738754676e-15,3.3306690738754676e-15,1.0,0.9998385346802494,0.9881914568496012,1.0,1.0,0.9998385346802494,0.9881914568496012,0.272660990682632,0.9916492012808152,0.0011939694720620138,0.0,6.661338147750935e-16,6.661338147750935e-16,0.0
0.39,1.3596322374399618e-16,4.532984671038958e-18,1.3596322374399618e-16,2.0612047922298076e-18,5.2314712566351e-5,5.3723438099632656e-6,5.2314712566351e-5,2.148937523985305e-6,0.8362698651173444,0.041070708387593836,1.6069754155840887,0.6919827917425437,1.6069754155840887,0.25049150832309275,0.4205144443615968,0.11802566780337923,0.6458862510036654,4.160225115944226,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.0017751586179872835,2.0,1.2251107965746413,4.937193700768604,4.937193700768605,4.965351154209686,0.0023254577895633413,0.0023254577895633413,2.553512956637847e-14,2.553512956637847e-14,1.0,0.9998059911236088,0.9876303492080605,1.0,1.0,0.9998059911236088,0.9876303492080605,0.2717817948343149,0.9930702308419371,0.0017751586179872835,0.0,5.107025913275694e-15,5.107025913275694e-15,0.0
0.4,9.084382384286368e-16,3.738015423893474e-17,9.084382384286368e-16,1.6997223384371604e-17,7.995167571372912e-5,8.601478616501823e-6,7.995167571372912e-5,3.4405914466007283e-6,0.8773845706621649,0.04513954338940561,1.6400965561086394,0.724323075931812,1.6400965561086394,0.2621983985273527,0.4285006487977947,0.12340866328732626,0.6593599079286878,4.1418638151014155,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.0025881128185662296,2.0,1.2211685410456254,4.93415418413625,4.934154184136251,4.971103615176114,0.003390427792321761,0.003390427792321761,1.7097434579226828e-13,1.7097434579226828e-13,1.0,0.9997681100789256,0.9870597260292147,1.0,1.0,0.9997681100789256,0.9870597260292147,0.2709072345199604,0.9942207230352228,0.0025881128185662296,0.0,3.4194869158453654e-14,3.4194869158453654e-14,0.0
0.41,5.7135915128944036e-15,2.4761230562505613e-16,5.7135915128944036e-15,1.1259241052153316e-16,0.0001198125772156306,1.3481917936564022e-5,0.0001198125772156306,5.3927671746256075e-6,0.9181418762187141,0.049392256388011174,1.6728575157965369,0.7572282339937761,1.6728575157965369,0.2741097679615479,0.4363682668999676,0.12887631494472546,0.6726994997273612,4.123643143779427,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.0037059794533580207,2.0,1.2172471076823306,4.931038773918462,4.931038773918462,4.975785559243937,0.004854833083899298,0.004854833083899298,1.0325074129011823e-12,1.0325074129011823e-12,1.0,0.9997242137249742,0.9864798123765358,1.0,1.0,0.9997242137249742,0.9864798123765358,0.27003729344950433,0.9951571118487873,0.0037059794533580207,2.2204460492503126e-16,2.0650148258023648e-13,2.0650148258023648e-13,2.2204460492503126e-16
0.42,3.322214357063307e-14,1.4963604804787276e-15,3.322214357063307e-14,6.804138149796821e-16,0.0001763190632428923,2.0720731341248105e-5,0.0001763190632428923,8.288292536499239e-6,0.9585358216452002,0.05382613193999818,1.7052611113081413,0.7906875396477561,1.7052611113081413,0.28622173380914245,0.44411868543825356,0.13442654219939223,0.6859063603698857,4.105561912508672,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,11.147,1.0,1.0,4.0,20.0,1.0,0.2,4.0,0.2,4.0,0.04,4.0,0.02,4.0,0.04,4.0,0.2,4.0,1.0,1.0,2.0,4.5077,5.0,5.0,5.0,1.31,1.31,5.0,5.0,1.0,0.02,4.0,0.1,2.0,0.1,2.0,0.01,2.0,1.0,1.0,4.0,20.0,1.0,1.0,0.3668,1.4102,0.8,2.21,0.5,2.0,5.0,3.6377,8.0,1.0,1.0,0.005218914989285135,2.0,1.2133464226647714,4.927845001964227,4.927845001964227,4.979615679971267,0.006836778635965855,0.006836778635965855,5.760947274773299e-12,5.760947274773299e-12,1.0,0.9996735637968946,0.9858908308523452,1.0,1.0,0.9996735637968946,0.9858908308523452,0.2691719552465274,0.9959231359942534,0.005218914989285135,1.7763568394002473e-15,1.1521894549546598e-12,1.1521894549546598e-12,1.7763568394002473e-15
